No,year,month,day,hour,PM2.5,PM10,season,station
18595,2015,4,14,18,40,84,spring,Aotizhongxin
18596,2015,4,14,19,54,117,spring,Aotizhongxin
18597,2015,4,14,20,47,115,spring,Aotizhongxin
18598,2015,4,14,21,46,116,spring,Aotizhongxin
18599,2015,4,14,22,48,136,spring,Aotizhongxin
18600,2015,4,14,23,54,148,spring,Aotizhongxin
18601,2015,4,15,0,58,191,spring,Aotizhongxin
18602,2015,4,15,1,61,203,spring,Aotizhongxin
18603,2015,4,15,2,74,232,spring,Aotizhongxin
18604,2015,4,15,3,100,175,spring,Aotizhongxin
18605,2015,4,15,4,87,186,spring,Aotizhongxin
18606,2015,4,15,5,83,142,spring,Aotizhongxin
18607,2015,4,15,6,85,138,spring,Aotizhongxin
18608,2015,4,15,7,105,160,spring,Aotizhongxin
18609,2015,4,15,8,148,196,spring,Aotizhongxin
18610,2015,4,15,9,169,180,spring,Aotizhongxin
18611,2015,4,15,10,154,206,spring,Aotizhongxin
18612,2015,4,15,11,157,204,spring,Aotizhongxin
18613,2015,4,15,12,154,195,spring,Aotizhongxin
18614,2015,4,15,13,173,219,spring,Aotizhongxin
18615,2015,4,15,14,177,226,spring,Aotizhongxin
18616,2015,4,15,15,NA,191,spring,Aotizhongxin
18617,2015,4,15,16,NA,NA,spring,Aotizhongxin
18618,2015,4,15,17,119,331,spring,Aotizhongxin
18619,2015,4,15,18,168,984,spring,Aotizhongxin
18620,2015,4,15,19,243,NA,spring,Aotizhongxin
18621,2015,4,15,20,88,944,spring,Aotizhongxin
18622,2015,4,15,21,70,492,spring,Aotizhongxin
18623,2015,4,15,22,83,525,spring,Aotizhongxin
18624,2015,4,15,23,83,576,spring,Aotizhongxin
18625,2015,4,16,0,78,450,spring,Aotizhongxin
18626,2015,4,16,1,86,511,spring,Aotizhongxin
18627,2015,4,16,2,62,361,spring,Aotizhongxin
18628,2015,4,16,3,30,219,spring,Aotizhongxin
18629,2015,4,16,4,23,137,spring,Aotizhongxin
18630,2015,4,16,5,65,84,spring,Aotizhongxin
18631,2015,4,16,6,403,403,spring,Aotizhongxin
18632,2015,4,16,7,64,64,spring,Aotizhongxin
18633,2015,4,16,8,20,49,spring,Aotizhongxin
18634,2015,4,16,9,20,35,spring,Aotizhongxin
18635,2015,4,16,10,17,42,spring,Aotizhongxin
18636,2015,4,16,11,NA,NA,spring,Aotizhongxin
18637,2015,4,16,12,9,39,spring,Aotizhongxin
18638,2015,4,16,13,12,36,spring,Aotizhongxin
18639,2015,4,16,14,8,39,spring,Aotizhongxin
18640,2015,4,16,15,9,33,spring,Aotizhongxin
18641,2015,4,16,16,8,38,spring,Aotizhongxin
18642,2015,4,16,17,9,50,spring,Aotizhongxin
18643,2015,4,16,18,22,120,spring,Aotizhongxin
18644,2015,4,16,19,31,129,spring,Aotizhongxin
18645,2015,4,16,20,35,180,spring,Aotizhongxin
18646,2015,4,16,21,35,167,spring,Aotizhongxin
18647,2015,4,16,22,37,180,spring,Aotizhongxin
18648,2015,4,16,23,48,176,spring,Aotizhongxin
18649,2015,4,17,0,73,188,spring,Aotizhongxin
18650,2015,4,17,1,47,173,spring,Aotizhongxin
18651,2015,4,17,2,42,176,spring,Aotizhongxin
18652,2015,4,17,3,48,169,spring,Aotizhongxin
18653,2015,4,17,4,44,165,spring,Aotizhongxin
18654,2015,4,17,5,99,151,spring,Aotizhongxin
18655,2015,4,17,6,52,180,spring,Aotizhongxin
18656,2015,4,17,7,56,194,spring,Aotizhongxin
18657,2015,4,17,8,108,206,spring,Aotizhongxin
18658,2015,4,17,9,83,198,spring,Aotizhongxin
18659,2015,4,17,10,66,202,spring,Aotizhongxin
18660,2015,4,17,11,65,172,spring,Aotizhongxin
18661,2015,4,17,12,72,189,spring,Aotizhongxin
18662,2015,4,17,13,83,200,spring,Aotizhongxin
18663,2015,4,17,14,83,206,spring,Aotizhongxin
18664,2015,4,17,15,74,184,spring,Aotizhongxin
18665,2015,4,17,16,95,173,spring,Aotizhongxin
18666,2015,4,17,17,214,214,spring,Aotizhongxin
18667,2015,4,17,18,98,212,spring,Aotizhongxin
18668,2015,4,17,19,96,229,spring,Aotizhongxin
18669,2015,4,17,20,106,245,spring,Aotizhongxin
18670,2015,4,17,21,122,277,spring,Aotizhongxin
18671,2015,4,17,22,116,285,spring,Aotizhongxin
18672,2015,4,17,23,108,251,spring,Aotizhongxin
18673,2015,4,18,0,111,260,spring,Aotizhongxin
18674,2015,4,18,1,117,276,spring,Aotizhongxin
18675,2015,4,18,2,133,295,spring,Aotizhongxin
18676,2015,4,18,3,140,399,spring,Aotizhongxin
18677,2015,4,18,4,138,344,spring,Aotizhongxin
18678,2015,4,18,5,127,326,spring,Aotizhongxin
18679,2015,4,18,6,140,314,spring,Aotizhongxin
18680,2015,4,18,7,148,313,spring,Aotizhongxin
18681,2015,4,18,8,154,325,spring,Aotizhongxin
18682,2015,4,18,9,243,339,spring,Aotizhongxin
18683,2015,4,18,10,224,378,spring,Aotizhongxin
18684,2015,4,18,11,207,386,spring,Aotizhongxin
18685,2015,4,18,12,185,365,spring,Aotizhongxin
18686,2015,4,18,13,168,350,spring,Aotizhongxin
18687,2015,4,18,14,159,327,spring,Aotizhongxin
18688,2015,4,18,15,148,316,spring,Aotizhongxin
18689,2015,4,18,16,176,357,spring,Aotizhongxin
18690,2015,4,18,17,184,364,spring,Aotizhongxin
18691,2015,4,18,18,181,355,spring,Aotizhongxin
18692,2015,4,18,19,158,320,spring,Aotizhongxin
18693,2015,4,18,20,62,95,spring,Aotizhongxin
18694,2015,4,18,21,51,61,spring,Aotizhongxin
18695,2015,4,18,22,50,82,spring,Aotizhongxin
18696,2015,4,18,23,86,159,spring,Aotizhongxin
18697,2015,4,19,0,122,146,spring,Aotizhongxin
18698,2015,4,19,1,117,148,spring,Aotizhongxin
18699,2015,4,19,2,108,145,spring,Aotizhongxin
18700,2015,4,19,3,104,139,spring,Aotizhongxin
18701,2015,4,19,4,71,71,spring,Aotizhongxin
18702,2015,4,19,5,38,39,spring,Aotizhongxin
18703,2015,4,19,6,35,38,spring,Aotizhongxin
18704,2015,4,19,7,27,46,spring,Aotizhongxin
18705,2015,4,19,8,29,65,spring,Aotizhongxin
18706,2015,4,19,9,42,81,spring,Aotizhongxin
18707,2015,4,19,10,46,111,spring,Aotizhongxin
18708,2015,4,19,11,57,104,spring,Aotizhongxin
18709,2015,4,19,12,43,94,spring,Aotizhongxin
18710,2015,4,19,13,40,91,spring,Aotizhongxin
18711,2015,4,19,14,47,88,spring,Aotizhongxin
18712,2015,4,19,15,55,82,spring,Aotizhongxin
18713,2015,4,19,16,40,84,spring,Aotizhongxin
18714,2015,4,19,17,46,78,spring,Aotizhongxin
18715,2015,4,19,18,63,264,spring,Aotizhongxin
18716,2015,4,19,19,110,252,spring,Aotizhongxin
18717,2015,4,19,20,97,208,spring,Aotizhongxin
18718,2015,4,19,21,88,180,spring,Aotizhongxin
18719,2015,4,19,22,88,164,spring,Aotizhongxin
18720,2015,4,19,23,84,157,spring,Aotizhongxin
18721,2015,4,20,0,89,161,spring,Aotizhongxin
18722,2015,4,20,1,91,165,spring,Aotizhongxin
18723,2015,4,20,2,90,132,spring,Aotizhongxin
18724,2015,4,20,3,95,171,spring,Aotizhongxin
18725,2015,4,20,4,94,184,spring,Aotizhongxin
18726,2015,4,20,5,91,161,spring,Aotizhongxin
18727,2015,4,20,6,87,162,spring,Aotizhongxin
18728,2015,4,20,7,95,184,spring,Aotizhongxin
18729,2015,4,20,8,100,144,spring,Aotizhongxin
18730,2015,4,20,9,64,75,spring,Aotizhongxin
18731,2015,4,20,10,47,47,spring,Aotizhongxin
18732,2015,4,20,11,28,28,spring,Aotizhongxin
18733,2015,4,20,12,57,57,spring,Aotizhongxin
18734,2015,4,20,13,170,170,spring,Aotizhongxin
18735,2015,4,20,14,NA,68,spring,Aotizhongxin
18736,2015,4,20,15,NA,91,spring,Aotizhongxin
18737,2015,4,20,16,NA,142,spring,Aotizhongxin
18738,2015,4,20,17,NA,162,spring,Aotizhongxin
18739,2015,4,20,18,NA,149,spring,Aotizhongxin
18740,2015,4,20,19,NA,166,spring,Aotizhongxin
18741,2015,4,20,20,NA,244,spring,Aotizhongxin
18742,2015,4,20,21,NA,263,spring,Aotizhongxin
18743,2015,4,20,22,NA,202,spring,Aotizhongxin
18744,2015,4,20,23,NA,165,spring,Aotizhongxin
18745,2015,4,21,0,NA,153,spring,Aotizhongxin
18746,2015,4,21,1,NA,128,spring,Aotizhongxin
18747,2015,4,21,2,NA,124,spring,Aotizhongxin
18748,2015,4,21,3,NA,131,spring,Aotizhongxin
18749,2015,4,21,4,NA,209,spring,Aotizhongxin
18750,2015,4,21,5,NA,142,spring,Aotizhongxin
18751,2015,4,21,6,NA,188,spring,Aotizhongxin
18752,2015,4,21,7,NA,188,spring,Aotizhongxin
18753,2015,4,21,8,NA,200,spring,Aotizhongxin
18754,2015,4,21,9,NA,201,spring,Aotizhongxin
18755,2015,4,21,10,120,208,spring,Aotizhongxin
18756,2015,4,21,11,116,169,spring,Aotizhongxin
18757,2015,4,21,12,94,143,spring,Aotizhongxin
18758,2015,4,21,13,62,75,spring,Aotizhongxin
18759,2015,4,21,14,36,75,spring,Aotizhongxin
18760,2015,4,21,15,26,338,spring,Aotizhongxin
18761,2015,4,21,16,24,205,spring,Aotizhongxin
18762,2015,4,21,17,49,407,spring,Aotizhongxin
18763,2015,4,21,18,15,132,spring,Aotizhongxin
18764,2015,4,21,19,11,82,spring,Aotizhongxin
18765,2015,4,21,20,40,71,spring,Aotizhongxin
18766,2015,4,21,21,22,50,spring,Aotizhongxin
18767,2015,4,21,22,12,31,spring,Aotizhongxin
18768,2015,4,21,23,12,41,spring,Aotizhongxin
18769,2015,4,22,0,20,77,spring,Aotizhongxin
18770,2015,4,22,1,20,59,spring,Aotizhongxin
18771,2015,4,22,2,34,142,spring,Aotizhongxin
18772,2015,4,22,3,52,138,spring,Aotizhongxin
18773,2015,4,22,4,60,143,spring,Aotizhongxin
18774,2015,4,22,5,56,108,spring,Aotizhongxin
18775,2015,4,22,6,63,143,spring,Aotizhongxin
18776,2015,4,22,7,61,116,spring,Aotizhongxin
18777,2015,4,22,8,61,148,spring,Aotizhongxin
18778,2015,4,22,9,63,144,spring,Aotizhongxin
18779,2015,4,22,10,91,118,spring,Aotizhongxin
18780,2015,4,22,11,36,101,spring,Aotizhongxin
18781,2015,4,22,12,29,95,spring,Aotizhongxin
18782,2015,4,22,13,27,77,spring,Aotizhongxin
18783,2015,4,22,14,36,118,spring,Aotizhongxin
18784,2015,4,22,15,34,143,spring,Aotizhongxin
18785,2015,4,22,16,44,188,spring,Aotizhongxin
18786,2015,4,22,17,38,214,spring,Aotizhongxin
18787,2015,4,22,18,188,188,spring,Aotizhongxin
18788,2015,4,22,19,52,170,spring,Aotizhongxin
18789,2015,4,22,20,43,153,spring,Aotizhongxin
18790,2015,4,22,21,42,150,spring,Aotizhongxin
18791,2015,4,22,22,42,152,spring,Aotizhongxin
18792,2015,4,22,23,44,134,spring,Aotizhongxin
18793,2015,4,23,0,50,131,spring,Aotizhongxin
18794,2015,4,23,1,50,126,spring,Aotizhongxin
18795,2015,4,23,2,57,159,spring,Aotizhongxin
18796,2015,4,23,3,64,183,spring,Aotizhongxin
18797,2015,4,23,4,66,209,spring,Aotizhongxin
18798,2015,4,23,5,61,126,spring,Aotizhongxin
18799,2015,4,23,6,74,167,spring,Aotizhongxin
18800,2015,4,23,7,74,160,spring,Aotizhongxin
18801,2015,4,23,8,91,162,spring,Aotizhongxin
18802,2015,4,23,9,99,174,spring,Aotizhongxin
18803,2015,4,23,10,88,131,spring,Aotizhongxin
18804,2015,4,23,11,84,140,spring,Aotizhongxin
18805,2015,4,23,12,81,128,spring,Aotizhongxin
18806,2015,4,23,13,80,140,spring,Aotizhongxin
18807,2015,4,23,14,NA,136,spring,Aotizhongxin
18808,2015,4,23,15,NA,116,spring,Aotizhongxin
18809,2015,4,23,16,NA,36,spring,Aotizhongxin
18810,2015,4,23,17,16,70,spring,Aotizhongxin
18811,2015,4,23,18,20,53,spring,Aotizhongxin
18812,2015,4,23,19,16,66,spring,Aotizhongxin
18813,2015,4,23,20,13,61,spring,Aotizhongxin
18814,2015,4,23,21,18,74,spring,Aotizhongxin
18815,2015,4,23,22,16,60,spring,Aotizhongxin
18816,2015,4,23,23,20,78,spring,Aotizhongxin
18817,2015,4,24,0,20,79,spring,Aotizhongxin
18818,2015,4,24,1,45,239,spring,Aotizhongxin
18819,2015,4,24,2,86,374,spring,Aotizhongxin
18820,2015,4,24,3,85,338,spring,Aotizhongxin
18821,2015,4,24,4,79,344,spring,Aotizhongxin
18822,2015,4,24,5,67,234,spring,Aotizhongxin
18823,2015,4,24,6,81,293,spring,Aotizhongxin
18824,2015,4,24,7,78,231,spring,Aotizhongxin
18825,2015,4,24,8,63,217,spring,Aotizhongxin
18826,2015,4,24,9,51,192,spring,Aotizhongxin
18827,2015,4,24,10,109,182,spring,Aotizhongxin
18828,2015,4,24,11,48,162,spring,Aotizhongxin
18829,2015,4,24,12,35,151,spring,Aotizhongxin
18830,2015,4,24,13,38,145,spring,Aotizhongxin
18831,2015,4,24,14,101,150,spring,Aotizhongxin
18832,2015,4,24,15,NA,174,spring,Aotizhongxin
18833,2015,4,24,16,NA,162,spring,Aotizhongxin
18834,2015,4,24,17,NA,160,spring,Aotizhongxin
18835,2015,4,24,18,41,203,spring,Aotizhongxin
18836,2015,4,24,19,75,206,spring,Aotizhongxin
18837,2015,4,24,20,85,203,spring,Aotizhongxin
18838,2015,4,24,21,79,228,spring,Aotizhongxin
18839,2015,4,24,22,55,214,spring,Aotizhongxin
18840,2015,4,24,23,60,294,spring,Aotizhongxin
18841,2015,4,25,0,67,255,spring,Aotizhongxin
18842,2015,4,25,1,71,236,spring,Aotizhongxin
18843,2015,4,25,2,96,257,spring,Aotizhongxin
18844,2015,4,25,3,96,192,spring,Aotizhongxin
18845,2015,4,25,4,75,188,spring,Aotizhongxin
18846,2015,4,25,5,72,168,spring,Aotizhongxin
18847,2015,4,25,6,70,189,spring,Aotizhongxin
18848,2015,4,25,7,78,214,spring,Aotizhongxin
18849,2015,4,25,8,61,151,spring,Aotizhongxin
18850,2015,4,25,9,62,165,spring,Aotizhongxin
18851,2015,4,25,10,68,185,spring,Aotizhongxin
18852,2015,4,25,11,66,148,spring,Aotizhongxin
18853,2015,4,25,12,72,176,spring,Aotizhongxin
18854,2015,4,25,13,106,193,spring,Aotizhongxin
18855,2015,4,25,14,95,191,spring,Aotizhongxin
18856,2015,4,25,15,64,139,spring,Aotizhongxin
18857,2015,4,25,16,45,114,spring,Aotizhongxin
18858,2015,4,25,17,44,162,spring,Aotizhongxin
18859,2015,4,25,18,57,193,spring,Aotizhongxin
18860,2015,4,25,19,56,195,spring,Aotizhongxin
18861,2015,4,25,20,69,239,spring,Aotizhongxin
18862,2015,4,25,21,85,268,spring,Aotizhongxin
18863,2015,4,25,22,96,256,spring,Aotizhongxin
18864,2015,4,25,23,102,214,spring,Aotizhongxin
18865,2015,4,26,0,91,205,spring,Aotizhongxin
18866,2015,4,26,1,88,196,spring,Aotizhongxin
18867,2015,4,26,2,93,189,spring,Aotizhongxin
18868,2015,4,26,3,99,214,spring,Aotizhongxin
18869,2015,4,26,4,109,254,spring,Aotizhongxin
18870,2015,4,26,5,104,141,spring,Aotizhongxin
18871,2015,4,26,6,101,212,spring,Aotizhongxin
18872,2015,4,26,7,108,201,spring,Aotizhongxin
18873,2015,4,26,8,111,232,spring,Aotizhongxin
18874,2015,4,26,9,124,253,spring,Aotizhongxin
18875,2015,4,26,10,135,266,spring,Aotizhongxin
18876,2015,4,26,11,134,230,spring,Aotizhongxin
18877,2015,4,26,12,144,232,spring,Aotizhongxin
18878,2015,4,26,13,144,196,spring,Aotizhongxin
18879,2015,4,26,14,120,251,spring,Aotizhongxin
18880,2015,4,26,15,108,180,spring,Aotizhongxin
18881,2015,4,26,16,86,179,spring,Aotizhongxin
18882,2015,4,26,17,82,197,spring,Aotizhongxin
18883,2015,4,26,18,83,210,spring,Aotizhongxin
18884,2015,4,26,19,74,231,spring,Aotizhongxin
18885,2015,4,26,20,69,239,spring,Aotizhongxin
18886,2015,4,26,21,58,220,spring,Aotizhongxin
18887,2015,4,26,22,50,173,spring,Aotizhongxin
18888,2015,4,26,23,46,163,spring,Aotizhongxin
18889,2015,4,27,0,48,139,spring,Aotizhongxin
18890,2015,4,27,1,46,133,spring,Aotizhongxin
18891,2015,4,27,2,58,157,spring,Aotizhongxin
18892,2015,4,27,3,66,149,spring,Aotizhongxin
18893,2015,4,27,4,73,133,spring,Aotizhongxin
18894,2015,4,27,5,75,134,spring,Aotizhongxin
18895,2015,4,27,6,84,134,spring,Aotizhongxin
18896,2015,4,27,7,85,132,spring,Aotizhongxin
18897,2015,4,27,8,94,168,spring,Aotizhongxin
18898,2015,4,27,9,112,205,spring,Aotizhongxin
18899,2015,4,27,10,116,178,spring,Aotizhongxin
18900,2015,4,27,11,118,203,spring,Aotizhongxin
18901,2015,4,27,12,120,183,spring,Aotizhongxin
18902,2015,4,27,13,122,203,spring,Aotizhongxin
18903,2015,4,27,14,NA,NA,spring,Aotizhongxin
18904,2015,4,27,15,NA,218,spring,Aotizhongxin
18905,2015,4,27,16,102,290,spring,Aotizhongxin
18906,2015,4,27,17,97,181,spring,Aotizhongxin
18907,2015,4,27,18,93,250,spring,Aotizhongxin
18908,2015,4,27,19,32,57,spring,Aotizhongxin
18909,2015,4,27,20,60,68,spring,Aotizhongxin
18910,2015,4,27,21,65,65,spring,Aotizhongxin
18911,2015,4,27,22,46,46,spring,Aotizhongxin
18912,2015,4,27,23,42,51,spring,Aotizhongxin
18913,2015,4,28,0,46,54,spring,Aotizhongxin
18914,2015,4,28,1,42,42,spring,Aotizhongxin
18915,2015,4,28,2,30,30,spring,Aotizhongxin
18916,2015,4,28,3,25,38,spring,Aotizhongxin
18917,2015,4,28,4,40,51,spring,Aotizhongxin
18918,2015,4,28,5,34,57,spring,Aotizhongxin
18919,2015,4,28,6,39,59,spring,Aotizhongxin
18920,2015,4,28,7,42,85,spring,Aotizhongxin
18921,2015,4,28,8,44,56,spring,Aotizhongxin
18922,2015,4,28,9,44,96,spring,Aotizhongxin
18923,2015,4,28,10,43,51,spring,Aotizhongxin
18924,2015,4,28,11,37,51,spring,Aotizhongxin
18925,2015,4,28,12,39,60,spring,Aotizhongxin
18926,2015,4,28,13,38,59,spring,Aotizhongxin
18927,2015,4,28,14,44,72,spring,Aotizhongxin
18928,2015,4,28,15,46,62,spring,Aotizhongxin
18929,2015,4,28,16,49,60,spring,Aotizhongxin
18930,2015,4,28,17,50,80,spring,Aotizhongxin
18931,2015,4,28,18,47,74,spring,Aotizhongxin
18932,2015,4,28,19,48,94,spring,Aotizhongxin
18933,2015,4,28,20,48,86,spring,Aotizhongxin
18934,2015,4,28,21,52,110,spring,Aotizhongxin
18935,2015,4,28,22,60,144,spring,Aotizhongxin
18936,2015,4,28,23,73,157,spring,Aotizhongxin
18937,2015,4,29,0,103,168,spring,Aotizhongxin
18938,2015,4,29,1,104,131,spring,Aotizhongxin
18939,2015,4,29,2,117,148,spring,Aotizhongxin
18940,2015,4,29,3,119,142,spring,Aotizhongxin
18941,2015,4,29,4,119,142,spring,Aotizhongxin
18942,2015,4,29,5,118,136,spring,Aotizhongxin
18943,2015,4,29,6,116,155,spring,Aotizhongxin
18944,2015,4,29,7,122,172,spring,Aotizhongxin
18945,2015,4,29,8,124,166,spring,Aotizhongxin
18946,2015,4,29,9,128,161,spring,Aotizhongxin
18947,2015,4,29,10,140,172,spring,Aotizhongxin
18948,2015,4,29,11,143,167,spring,Aotizhongxin
18949,2015,4,29,12,135,158,spring,Aotizhongxin
18950,2015,4,29,13,127,151,spring,Aotizhongxin
18951,2015,4,29,14,116,148,spring,Aotizhongxin
18952,2015,4,29,15,112,155,spring,Aotizhongxin
18953,2015,4,29,16,114,171,spring,Aotizhongxin
18954,2015,4,29,17,122,180,spring,Aotizhongxin
18955,2015,4,29,18,109,170,spring,Aotizhongxin
18956,2015,4,29,19,131,199,spring,Aotizhongxin
18957,2015,4,29,20,129,166,spring,Aotizhongxin
18958,2015,4,29,21,119,160,spring,Aotizhongxin
18959,2015,4,29,22,106,135,spring,Aotizhongxin
18960,2015,4,29,23,102,129,spring,Aotizhongxin
18961,2015,4,30,0,97,120,spring,Aotizhongxin
18962,2015,4,30,1,94,123,spring,Aotizhongxin
18963,2015,4,30,2,102,124,spring,Aotizhongxin
18964,2015,4,30,3,113,133,spring,Aotizhongxin
18965,2015,4,30,4,113,120,spring,Aotizhongxin
18966,2015,4,30,5,114,124,spring,Aotizhongxin
18967,2015,4,30,6,122,132,spring,Aotizhongxin
18968,2015,4,30,7,118,147,spring,Aotizhongxin
18969,2015,4,30,8,155,214,spring,Aotizhongxin
18970,2015,4,30,9,164,223,spring,Aotizhongxin
18971,2015,4,30,10,158,193,spring,Aotizhongxin
18972,2015,4,30,11,166,198,spring,Aotizhongxin
18973,2015,4,30,12,165,189,spring,Aotizhongxin
18974,2015,4,30,13,117,126,spring,Aotizhongxin
18975,2015,4,30,14,83,116,spring,Aotizhongxin
18976,2015,4,30,15,74,182,spring,Aotizhongxin
18977,2015,4,30,16,71,150,spring,Aotizhongxin
18978,2015,4,30,17,67,141,spring,Aotizhongxin
18979,2015,4,30,18,65,125,spring,Aotizhongxin
18980,2015,4,30,19,61,134,spring,Aotizhongxin
18981,2015,4,30,20,72,164,spring,Aotizhongxin
18982,2015,4,30,21,79,162,spring,Aotizhongxin
18983,2015,4,30,22,131,229,spring,Aotizhongxin
18984,2015,4,30,23,180,250,spring,Aotizhongxin
18985,2015,5,1,0,182,257,spring,Aotizhongxin
18986,2015,5,1,1,187,273,spring,Aotizhongxin
18987,2015,5,1,2,252,310,spring,Aotizhongxin
18988,2015,5,1,3,261,296,spring,Aotizhongxin
18989,2015,5,1,4,237,249,spring,Aotizhongxin
18990,2015,5,1,5,207,207,spring,Aotizhongxin
18991,2015,5,1,6,182,182,spring,Aotizhongxin
18992,2015,5,1,7,170,188,spring,Aotizhongxin
18993,2015,5,1,8,178,201,spring,Aotizhongxin
18994,2015,5,1,9,188,220,spring,Aotizhongxin
18995,2015,5,1,10,192,256,spring,Aotizhongxin
18996,2015,5,1,11,198,236,spring,Aotizhongxin
18997,2015,5,1,12,191,205,spring,Aotizhongxin
18998,2015,5,1,13,181,181,spring,Aotizhongxin
18999,2015,5,1,14,71,77,spring,Aotizhongxin
19000,2015,5,1,15,46,46,spring,Aotizhongxin
19001,2015,5,1,16,42,48,spring,Aotizhongxin
19002,2015,5,1,17,32,32,spring,Aotizhongxin
19003,2015,5,1,18,25,25,spring,Aotizhongxin
19004,2015,5,1,19,27,27,spring,Aotizhongxin
19005,2015,5,1,20,32,32,spring,Aotizhongxin
19006,2015,5,1,21,38,38,spring,Aotizhongxin
19007,2015,5,1,22,33,33,spring,Aotizhongxin
19008,2015,5,1,23,27,32,spring,Aotizhongxin
19009,2015,5,2,0,34,34,spring,Aotizhongxin
19010,2015,5,2,1,36,36,spring,Aotizhongxin
19011,2015,5,2,2,35,43,spring,Aotizhongxin
19012,2015,5,2,3,42,42,spring,Aotizhongxin
19013,2015,5,2,4,35,35,spring,Aotizhongxin
19014,2015,5,2,5,34,34,spring,Aotizhongxin
19015,2015,5,2,6,35,65,spring,Aotizhongxin
19016,2015,5,2,7,34,42,spring,Aotizhongxin
19017,2015,5,2,8,41,59,spring,Aotizhongxin
19018,2015,5,2,9,44,92,spring,Aotizhongxin
19019,2015,5,2,10,46,66,spring,Aotizhongxin
19020,2015,5,2,11,48,85,spring,Aotizhongxin
19021,2015,5,2,12,54,72,spring,Aotizhongxin
19022,2015,5,2,13,54,144,spring,Aotizhongxin
19023,2015,5,2,14,47,105,spring,Aotizhongxin
19024,2015,5,2,15,44,78,spring,Aotizhongxin
19025,2015,5,2,16,42,68,spring,Aotizhongxin
19026,2015,5,2,17,40,120,spring,Aotizhongxin
19027,2015,5,2,18,42,88,spring,Aotizhongxin
19028,2015,5,2,19,46,110,spring,Aotizhongxin
19029,2015,5,2,20,56,144,spring,Aotizhongxin
19030,2015,5,2,21,48,87,spring,Aotizhongxin
19031,2015,5,2,22,56,110,spring,Aotizhongxin
19032,2015,5,2,23,64,104,spring,Aotizhongxin
19033,2015,5,3,0,89,155,spring,Aotizhongxin
19034,2015,5,3,1,111,148,spring,Aotizhongxin
19035,2015,5,3,2,118,134,spring,Aotizhongxin
19036,2015,5,3,3,129,142,spring,Aotizhongxin
19037,2015,5,3,4,117,117,spring,Aotizhongxin
19038,2015,5,3,5,78,190,spring,Aotizhongxin
19039,2015,5,3,6,84,352,spring,Aotizhongxin
19040,2015,5,3,7,69,329,spring,Aotizhongxin
19041,2015,5,3,8,41,188,spring,Aotizhongxin
19042,2015,5,3,9,25,151,spring,Aotizhongxin
19043,2015,5,3,10,19,102,spring,Aotizhongxin
19044,2015,5,3,11,20,94,spring,Aotizhongxin
19045,2015,5,3,12,13,76,spring,Aotizhongxin
19046,2015,5,3,13,9,49,spring,Aotizhongxin
19047,2015,5,3,14,13,18,spring,Aotizhongxin
19048,2015,5,3,15,14,62,spring,Aotizhongxin
19049,2015,5,3,16,14,69,spring,Aotizhongxin
19050,2015,5,3,17,14,39,spring,Aotizhongxin
19051,2015,5,3,18,13,26,spring,Aotizhongxin
19052,2015,5,3,19,9,19,spring,Aotizhongxin
19053,2015,5,3,20,8,12,spring,Aotizhongxin
19054,2015,5,3,21,8,45,spring,Aotizhongxin
19055,2015,5,3,22,8,45,spring,Aotizhongxin
19056,2015,5,3,23,7,54,spring,Aotizhongxin
19057,2015,5,4,0,12,23,spring,Aotizhongxin
19058,2015,5,4,1,22,22,spring,Aotizhongxin
19059,2015,5,4,2,12,30,spring,Aotizhongxin
19060,2015,5,4,3,12,75,spring,Aotizhongxin
19061,2015,5,4,4,11,38,spring,Aotizhongxin
19062,2015,5,4,5,6,26,spring,Aotizhongxin
19063,2015,5,4,6,8,29,spring,Aotizhongxin
19064,2015,5,4,7,10,97,spring,Aotizhongxin
19065,2015,5,4,8,11,38,spring,Aotizhongxin
19066,2015,5,4,9,7,51,spring,Aotizhongxin
19067,2015,5,4,10,11,38,spring,Aotizhongxin
19068,2015,5,4,11,12,47,spring,Aotizhongxin
19069,2015,5,4,12,10,51,spring,Aotizhongxin
19070,2015,5,4,13,14,73,spring,Aotizhongxin
19071,2015,5,4,14,14,65,spring,Aotizhongxin
19072,2015,5,4,15,14,127,spring,Aotizhongxin
19073,2015,5,4,16,22,133,spring,Aotizhongxin
19074,2015,5,4,17,38,161,spring,Aotizhongxin
19075,2015,5,4,18,31,120,spring,Aotizhongxin
19076,2015,5,4,19,41,181,spring,Aotizhongxin
19077,2015,5,4,20,54,183,spring,Aotizhongxin
19078,2015,5,4,21,57,208,spring,Aotizhongxin
19079,2015,5,4,22,51,130,spring,Aotizhongxin
19080,2015,5,4,23,47,141,spring,Aotizhongxin
19081,2015,5,5,0,48,116,spring,Aotizhongxin
19082,2015,5,5,1,45,109,spring,Aotizhongxin
19083,2015,5,5,2,47,110,spring,Aotizhongxin
19084,2015,5,5,3,51,113,spring,Aotizhongxin
19085,2015,5,5,4,50,102,spring,Aotizhongxin
19086,2015,5,5,5,58,136,spring,Aotizhongxin
19087,2015,5,5,6,71,128,spring,Aotizhongxin
19088,2015,5,5,7,76,124,spring,Aotizhongxin
19089,2015,5,5,8,71,116,spring,Aotizhongxin
19090,2015,5,5,9,137,140,spring,Aotizhongxin
19091,2015,5,5,10,96,118,spring,Aotizhongxin
